frame_index,mae,psnr,ssim
7.100000000000000000e+01,3.000000000000000000e+00,5.115629545489915841e+01,9.957722268643003360e-01
7.200000000000000000e+01,3.000000000000000000e+00,5.114701950871572933e+01,9.957060280365044314e-01
7.300000000000000000e+01,2.000000000000000000e+00,5.115225626541062809e+01,9.957009370014627825e-01
7.400000000000000000e+01,1.000000000000000000e+00,5.115534977589926768e+01,9.956819543404114015e-01
7.500000000000000000e+01,2.000000000000000000e+00,5.114444636915767717e+01,9.956749169237064656e-01
7.600000000000000000e+01,2.000000000000000000e+00,5.114204614694367024e+01,9.957401789255972968e-01
7.700000000000000000e+01,3.000000000000000000e+00,5.116955662834942586e+01,9.958642986829052690e-01
7.800000000000000000e+01,4.000000000000000000e+00,5.114041817988088923e+01,9.959121926887025689e-01
7.900000000000000000e+01,4.000000000000000000e+00,5.113673608517186153e+01,9.959719966852175199e-01
8.000000000000000000e+01,3.000000000000000000e+00,5.115071033609767426e+01,9.960489222405839449e-01
8.100000000000000000e+01,3.000000000000000000e+00,5.114384618923010350e+01,9.961262220093757280e-01
8.200000000000000000e+01,3.000000000000000000e+00,5.117568421066124529e+01,9.962193608445699677e-01
8.300000000000000000e+01,3.000000000000000000e+00,5.117378459860601936e+01,9.962368429034099693e-01
8.400000000000000000e+01,3.000000000000000000e+00,5.116292098000538147e+01,9.962690034055914357e-01
8.500000000000000000e+01,3.000000000000000000e+00,5.116998786536126431e+01,9.963455026895641220e-01
8.600000000000000000e+01,2.000000000000000000e+00,5.115973602454219815e+01,9.963379568057039171e-01
8.700000000000000000e+01,2.000000000000000000e+00,5.117033288580388017e+01,9.963414108774985012e-01
8.800000000000000000e+01,2.000000000000000000e+00,5.116576358791225232e+01,9.962693349113970198e-01
8.900000000000000000e+01,3.000000000000000000e+00,5.117438893050042026e+01,9.962097294489766774e-01
9.000000000000000000e+01,4.000000000000000000e+00,5.115930580424614504e+01,9.961329531560842998e-01
9.100000000000000000e+01,4.000000000000000000e+00,5.114101788622367195e+01,9.960476530605254508e-01
9.200000000000000000e+01,5.000000000000000000e+00,5.116903920045139387e+01,9.960262267054884600e-01
9.300000000000000000e+01,5.000000000000000000e+00,5.115810141409785672e+01,9.959302044151336908e-01
9.400000000000000000e+01,4.000000000000000000e+00,5.115302943647642309e+01,9.959582194960031609e-01
9.500000000000000000e+01,3.000000000000000000e+00,5.114110356531891455e+01,9.959656359181624508e-01
9.600000000000000000e+01,2.000000000000000000e+00,5.114701950871572933e+01,9.959323423233871209e-01
9.700000000000000000e+01,1.000000000000000000e+00,5.113476787337991425e+01,9.958813366027139402e-01
9.800000000000000000e+01,1.000000000000000000e+00,5.112562311897755052e+01,9.958200641963953492e-01
9.900000000000000000e+01,1.000000000000000000e+00,5.113194547444982163e+01,9.958401080711112296e-01
1.000000000000000000e+02,1.000000000000000000e+00,5.116335155859442096e+01,9.958503487334918747e-01
1.010000000000000000e+02,1.000000000000000000e+00,5.115930580424614504e+01,9.958383985661247717e-01
1.020000000000000000e+02,1.000000000000000000e+00,5.116042446567452373e+01,9.958153863899131819e-01
1.030000000000000000e+02,1.000000000000000000e+00,5.115191267800388175e+01,9.958220021389715404e-01
1.040000000000000000e+02,1.000000000000000000e+00,5.115208446830943956e+01,9.958062071789713920e-01
1.050000000000000000e+02,1.000000000000000000e+00,5.113468231918500351e+01,9.957753558837125762e-01
1.060000000000000000e+02,1.000000000000000000e+00,5.114281750228383316e+01,9.957708996578191751e-01
1.070000000000000000e+02,1.000000000000000000e+00,5.116266265334140684e+01,9.957826365868887031e-01
1.080000000000000000e+02,1.000000000000000000e+00,5.113930465918749491e+01,9.957767192129417522e-01
